주소,위도,경도
서울특별시 도봉구 해등로 198,37.668520,127.048590
경기도 화성시 화산남로 39,37.199890,126.833780
서울특별시 동대문구 고산자로 484,37.579070,127.041230
서울특별시 영등포구 여의대방로 197,37.529440,126.900210
인천광역시 계양구 계양대로 118,37.456000,126.707680
인천광역시 미추홀구 주안로 지하86,37.460980,126.706070
경기도 의정부시 태평로 109,37.738640,127.034880
서울특별시 강북구 한천로 1046-1,37.636700,127.027430
경기도 양주시 덕계로4길 24,37.788640,127.050070
서울특별시 종로구 송월길 155,37.576710,126.980670
경기도용인시처인구포곡읍전대로78,37.415930,127.520790
경기도 남양주시 화도읍 경춘보학1길 7,37.633130,127.216750
강원특별자치도 춘천시 김유정로 1864,37.879960,127.725210
경기도 안산시 상록구 오목로 8,37.304020,126.851730
경기도 광주시 초월읍 현산로 91,37.406380,127.256310
서울특별시 서대문구 응암로 99,37.582180,126.935170
경기도 이천시 어재연로 4,37.279850,127.443390
경기도 고양시 일산동구 일산로 449,37.654180,126.767930
인천광역시 미추홀구 염창로 80,37.456020,126.707760
경기도 화성시 효행로 1052,37.203530,126.830780
경기도용인시기흥구공세로76,37.413300,127.517370
강원강릉시경강로2245,37.749100,128.878090
강원 원주시 치악로 1570,37.345940,127.915740
경기도성남시분당구불정로260,37.411520,127.522650
인천광역시 중구 신도시남로142번길 17,37.569080,127.001920
경기도 남양주시 와부읍 덕소로97번길 9,37.634190,127.218790
경기도 군포시 산본로323번길 16-29,37.357500,126.934490
경기도 남양주시 화도읍 수레로 1169,37.637630,127.218990
경기도 양주시 백석읍 호명로 76,37.787000,127.048030
경기도 수원시 팔달구 일월로22번길 3,37.278050,127.023990
경기도 수원시 장안구 연무로32번길 2,37.307810,127.010280
인천광역시 부평구 길주로 491,37.460870,126.707850
경기도 평택시 평남로 641,36.992580,127.089140
경기도 평택시 서정역로36번길 2,36.995850,127.081870
서울특별시 강서구 등촌로 61,37.555580,126.846680
경기도 시흥시 시청로68번길 4,37.381740,126.798700
서울특별시 강남구 선릉로 749,37.514360,127.047880
인천광역시 서구 심곡로 195,37.457340,126.708420
경기도 화성시 수노을1로 191,37.202540,126.827260
경기도 용인시 기흥구 용구대로2394번길 2,37.283500,127.115270
경기도 평택시 관광특구로 42,36.996420,127.083030
경기도포천시소흘읍호국로425,37.892950,127.199470
경기도 평택시 송탄로 116,36.988420,127.085980
경기도 부천시 원미구 조종로49번길 8,37.502560,126.781330
서울특별시 강북구 삼양로 456,37.636670,127.020700
경기도 고양시 덕양구 덕수천2로 150,37.635660,126.828900
경기도수원시영통구대학로109,37.417800,127.520850
경기도 고양시 일산동구 무궁화로 20-11,37.659790,126.767380
서울특별시 강동구 올림픽로 781,37.534700,127.127820
인천광역시 계양구 계양대로 122,37.460670,126.703640
서울특별시 서대문구 신촌역로 16,37.579020,126.934960
경기안성시죽산면죽주로265,37.007320,127.280140
경기도 광명시 양달로20번길 1,37.477700,126.861900
경기도 의정부시 평화로542번길 6-1,37.734650,127.031120
경기도 안산시 상록구 용신로 382,37.312530,126.854530
서울특별시 금천구 금하로 710,37.458360,126.899670
인천광역시 연수구 학나래로118번길 47,37.460180,126.706370
강원영월군영월읍중앙로37,37.750010,128.872510
서울특별시 은평구 불광로 48,37.603560,126.924300
경기도 군포시 송부로291번안길 3-11,37.358770,126.934370
경기도 군포시 산본천로 176,37.361760,126.932020
인천광역시 연수구 벚꽃로 106,37.456890,126.701280
경기도 수원시 권선구 세권로304번길 62,37.256300,126.968200
경기도 부천시 소사구 심곡로33번길 41,37.486810,126.794200
경기도 이천시 중리천로 68,37.283990,127.442560
"경기 의정부시 평화로 219,",37.738910,127.037810
경기도 광주시 양벌로 300-1,37.409580,127.253010
경기도 평택시 안중읍 안중로 127,36.994480,127.082930
경기도 수원시 팔달구 중부대로239번길 5,37.281850,127.017710
인천광역시 부평구 시장로51번길 27,37.452820,126.708320
서울특별시 구로구 구로동로 70,37.492020,126.887880
경기도 평택시 현신로 16,36.989370,127.084170
경기도 고양시 일산동구 강송로 115,37.653470,126.775600
경기도 평택시 모산1길 17,36.991660,127.090520
서울특별시 동대문구 장한로18길 54-1,37.570850,127.036580
경기도 군포시 군포로 542,37.357780,126.940040
경기도 하남시 덕풍남로 11-1,37.536880,127.210210
경기도 고양시 일산서구 일산로 569,37.680650,126.751160
서울특별시 강동구 천중로 237,37.527250,127.123720
서울특별시 양천구 목동중앙남로3길 64,37.512860,126.864330
서울특별시 중구 서애로1길 11,37.559620,126.998950
경기도 파주시 번영로 16,37.756070,126.778160
인천광역시 부평구 경인로 1070,37.452720,126.708140
경기도남양주시평내로29번길49,37.639890,127.214530
서울특별시구로구경인로381,37.490610,126.882490
경기도 광명시 안현로 19,37.479990,126.865650
강원양양군양양읍남문5길4,37.754240,128.875680
경기도 평택시 정암로 12,36.994010,127.085070
경기도 평택시 고덕갈평5길 32,36.988120,127.081500
경기도 수원시 팔달구 덕영대로 지하 911,37.286860,127.018920
서울특별시 강북구 월계로7길 66,37.634620,127.027740
경기도 김포시 김포한강4로 487,37.613860,126.718710
경기도 안산시 상록구 장화3길 44,37.306030,126.848910
경기도 고양시 일산서구 중앙로 1496,37.681060,126.754360
경기도 부천시 오정구 역곡로504번길 104,37.526480,126.792360
서울특별시서대문구거북골로120,37.575900,126.932770
경기도부천시원미구장말로257,37.499890,126.766390
인천광역시계양구주부토로506,37.453100,126.703170
경기화성시향남읍삼천병마로207,37.203240,126.836140
서울특별시구로구구로중앙로14길42,37.491720,126.887650
경기도 양주시 회천남로 80,37.782950,127.042490
강원 원주시 중평길 16,37.341400,127.918060
경기도가평군가평읍가화로481,37.832580,127.509860
인천광역시 중구 우현로67번길 1-1,37.560200,126.994770
인천광역시 부평구 세월천로 42,37.457060,126.704800
경기도 고양시 덕양구 중앙로 452,37.634510,126.837610
인천광역시 미추홀구 인주대로266번길 1,37.460860,126.709530
강원철원군서면와수로181,37.749260,128.871740
경기도 안성시 중앙로 364,37.004750,127.283420
경기도 양주시 평화로 1440,37.790240,127.048010
서울특별시 강서구 방화동로 95,37.550050,126.845920
인천광역시 강화군 강화읍 강화대로 393,37.458950,126.707850
경기도 수원시 장안구 수성로 331,37.304800,127.006250
경기도 시흥시 매화2로 24,37.376650,126.803980
경기도양주시은현면은현로64,37.781700,127.047900
인천광역시 미추홀구 경인로499번길 8,37.455120,126.705030
서울특별시 관악구 인헌6길 16,37.474090,126.956040
경기도 부천시 소사구 경인로 218-1,37.479900,126.795100
경기도 고양시 덕양구 지도로 33,37.641130,126.830890
경기도 용인시 기흥구 사은로126번길 10,37.283380,127.110450
서울특별시 노원구 한글비석로 77,37.655520,127.058230
서울특별시 강서구 등촌로5길 2,37.550600,126.854160
서울특별시 양천구 목동동로 63,37.518070,126.865980
"강원 원주시 남원로534번길 28,",37.341370,127.919860
서울특별시 강북구 도봉로 259,37.639610,127.024450
"경기 남양주시 와부읍 덕소로 88,",37.632980,127.220220
서울특별시 강북구 오패산로 385,37.643530,127.022840
서울특별시 서대문구 홍은중앙로 94,37.577110,126.940410
서울특별시 양천구 목동중앙북로 82,37.515640,126.867040
경기도 광주시 중앙로187번길 3,37.408640,127.252870
경기도 부천시 소사로 793,37.507860,126.770510
서울특별시 도봉구 덕릉로 221,37.670120,127.042490
경기도 시흥시 은행로 265,37.384820,126.800610
경기도 고양시 일산서구 중앙로 1406,37.677300,126.756780
경기도 양주시 부흥로 2128,37.786240,127.050540
강원 철원군 동송읍 금학로 219,37.747930,128.878470
서울특별시 동작구 흑석로 105,37.508290,126.941700
경기도 양주시 평화로1429번길 37,37.785550,127.041110
경기도 시흥시 서울대학로 77,37.376830,126.800920
서울특별시 강북구 삼양로 162,37.636900,127.024400
서울특별시 마포구 월드컵북로 347,37.568700,126.906500
경기도 의정부시 오목로 207,37.734350,127.030100
서울특별시 구로구 고척로 202,37.498050,126.885410
서울특별시 금천구 시흥대로 471-1,37.458300,126.899760
"경기 안산시 단원구 원초로 30,",37.323450,126.809130
강원 홍천군 홍천읍 홍천로3길 16,37.754260,128.876750
경기도 부천시 소사구 송내대로 33,37.480400,126.795140
서울특별시 광진구 뚝섬로 480,37.538290,127.077760
경기도 이천시 어재연로 3,37.281540,127.443600
경기도 성남시 중원구 제일로35번길 37,37.442370,127.133740
서울특별시 구로구 공원로7길 29,37.498920,126.883740
서울특별시 서초구 청계산로 189,37.486980,127.033490
경기도 광명시 오리로 383,37.481420,126.864380
서울특별시 금천구 벚꽃로36길 30,37.460650,126.890570
경기도 시흥시 하상로 6,37.384100,126.802740
경기도 부천시 부천로464번길 44,37.506850,126.763180
경기도 양주시 평화로 1441,37.786560,127.048560
경기도 수원시 장안구 이목로 24-9,37.302270,127.011040
인천광역시 서구 원적로 79-1,37.458520,126.702410
경기도 고양시 일산서구 강선로 152,37.674220,126.751300
강원특별자치도 동해시 천곡로 49-1,37.520080,129.112640
인천광역시 부평구 마장로324번길 70,37.460450,126.707810
서울특별시 동대문구 한천로11길 6,37.569750,127.043150
경기도 광주시 퇴촌면 광동로 53,37.413350,127.251700
경기도 부천시 원미구 부천로 102,37.497660,126.789780
경기도 부천시 역곡로471번가길 33,37.504350,126.769220
서울특별시 은평구 은평로 66,37.600250,126.924800
경기도 파주시 번영로 10,37.762540,126.775630
인천광역시 서구 솔빛로 24,37.460150,126.700580
경기도 부천시 지봉로121번길 5,37.508390,126.770870
서울특별시 노원구 동일로 1007,37.658060,127.053040
경기도 평택시 송탄공원로 81,36.995930,127.084290
경기도 고양시 일산동구 중산로 67,37.658570,126.769360
강원 양양군 양양읍 양양로 48-1,37.749890,128.872170
서울특별시 관악구 난곡로 82,37.476370,126.949800
경기도 부천시 소사구 성주로 84,37.483040,126.793930
서울특별시 영등포구 디지털로 437-1,37.528460,126.894050
경기도수원시팔달구매산로210,37.417140,127.514080
경기도 수원시 권선구 하탑로 38,37.261610,126.973160
경기도 고양시 일산동구 숲속마을1로 76,37.660830,126.775910
강원 원주시 원일로 90,37.344820,127.921530
경기도 군포시 번영로 618,37.359420,126.934980
서울특별시 중랑구 망우로32길 20,37.604290,127.088250
서울특별시 강서구 강서로 242,37.555860,126.847440
경기도 화성시 동탄장지천5길 30-9,37.200340,126.830550
서울특별시 관악구 난곡로26길 3,37.479970,126.947350
경기도 남양주시 오남읍 진건오남로 560-5,37.639030,127.220660
강원 원주시 흥양로51번길 5,37.346830,127.923450
서울특별시 도봉구 도봉로150길 43,37.667130,127.047500
경기도 부천시 은성로 76,37.504420,126.767930
경기도 성남시 수정구 수정로 142,37.443860,127.128390
경기도 고양시 덕양구 세솔로 76,37.641190,126.830160
인천광역시 서구 가정로 200,37.454520,126.702470
경기도 안산시 상록구 각골로 60,37.308140,126.851710
경기도 화성시 메타폴리스로 47-7,37.196700,126.832140
경기도 광주시 경안안길 81,37.406400,127.253180
서울특별시 은평구 연서로 284,37.607360,126.929990
서울특별시 서대문구 거북골로 192,37.577360,126.938440
서울특별시 은평구 갈현로 47,37.601430,126.926350
서울특별시 서대문구 북아현로 20,37.583850,126.940400
경기도 의정부시 발곡로 23,37.734560,127.037600
경기도 광주시 이배재로 127,37.407410,127.251390
경기도 수원시 권선구 매곡로 58,37.253180,126.976820
강원특별자치도 원주시 중앙로 40,37.340550,127.922150
경기도 김포시 풍무로 69,37.615040,126.711350
강원 속초시 중앙로 89-1,38.208740,128.587350
경기도 의정부시 청사로 50,37.738710,127.036530
경기도 오산시 초평중앙로 22,37.145540,127.079640
인천광역시 남동구 구월로 60,37.455100,126.704060
서울특별시 금천구 남부순환로 1372,37.454030,126.895600
경기도 안양시 동안구 경수대로 428,37.392260,126.959830
서울특별시 양천구 목동중앙북로 95,37.516230,126.868510
경기도 의정부시 신촌로 29-1,37.742140,127.029610
서울특별시 구로구 구로동로 131-2,37.499660,126.883020
경기도 하남시 위례중앙로 215,37.543090,127.218210
경기도 남양주시 다산중앙로 119,37.636120,127.219530
경기도 하남시 감일백제로 109,37.540280,127.218940
서울특별시 광진구 자양로13길 108,37.535060,127.080480
강원 삼척시 정상로 78,37.452310,129.164820
강원 철원군 동송읍 금학로 191,37.749200,128.872830
경기도 부천시 부천로90번길 12,37.502330,126.765790
서울특별시성북구돌곶이로23길3,37.592690,127.015280
경기도 용인시 처인구 이동읍 백옥대로 602,37.233540,127.197990
서울특별시 금천구 시흥대로 238,37.456970,126.893730
인천광역시 부평구 배곶로 64-1,37.455840,126.707950
경기도 성남시 중원구 산성대로 지하244-6,37.441830,127.134320
"경기 양주시 독바위로 19,",37.788870,127.043650
서울특별시 중랑구 동일로 873,37.606050,127.090520
경기도 용인시 처인구 금령로 129,37.230950,127.199900
경기도 남양주시 진접읍 부평로48번길 110,37.638300,127.213580
강원 원주시 치악로 1796,37.338500,127.922510
경기도수원시팔달구동말로47번길1,37.417110,127.517600
경기도 수원시 팔달구 중부대로 29,37.285350,127.021560
경기도 평택시 청북읍 안청로 328,36.989970,127.082120
경기도포천시중앙로119번길8,37.894550,127.195770
인천광역시 미추홀구 독배로 384,37.456850,126.702170
경기성남시수정구탄리로73,37.413180,127.517340
인천광역시 부평구 장제로 155,37.456050,126.703180
인천광역시 서구 이음5로 80,37.457520,126.700910
서울특별시 송파구 석촌호수로12길 25,37.516540,127.101120
경기도 부천시 원미구 부천로 105,37.497570,126.787760
강원동해시지양길2,37.523980,129.113190
경기도구리시동구릉로56,37.597040,127.125670
서울특별시 중랑구 중랑천로14길 58,37.605700,127.092870
인천광역시 계양구 봉오대로 468,37.453360,126.703280
경기도 시흥시 정왕대로 64,37.378380,126.806510
서울특별시 중랑구 망우로62길 19,37.603580,127.094750
서울특별시 중구 퇴계로86길 17,37.567860,126.997660
서울특별시 관악구 봉천로 377-1,37.481750,126.948300
인천광역시미추홀구주안로지하86,37.457620,126.708330
경기도 양평군 양평읍 양평시장길 14-2,37.494070,127.486230
경기도 평택시 안중읍 안현로서6길 3,36.995240,127.084390
인천광역시 서구 염곡로 321,37.454970,126.704220
경기도 연천군 전곡읍 전곡로 166,38.096910,127.071090
경기도 이천시 이섭대천로 1236,37.283560,127.440650
인천광역시 남동구 만수로 8-1,37.455230,126.708260
서울특별시 성동구 장터길 40-3,37.559870,127.041590
서울특별시 종로구 종로 411-1,37.573820,126.975570
경기안성시공도읍진사길32,37.010050,127.278560
경기도 안성시 안성맞춤대로 1063,37.005490,127.280140
경기도광주시순암로22,37.410080,127.260150
인천광역시 남동구 만수로 39,37.461280,126.700380
경기도 시흥시 도일로124번길 3,37.382650,126.798920
서울특별시 관악구 양녕로 37,37.476550,126.955260
서울특별시 강북구 삼양로 304-1,37.636810,127.027050
서울특별시 금천구 독산로85길 16,37.454460,126.900230
인천광역시 동구 운교로 16,37.453180,126.707960
강원철원군동송읍금학로224,37.749960,128.877260
인천광역시 동구 솔빛로 5-1,37.451600,126.706090
인천광역시 미추홀구 경원대로 지하 848,37.459000,126.707400
경기도 용인시 수지구 풍덕천로96번길 3-1,37.323380,127.100200
서울특별시 강남구 학동로 170,37.514850,127.042820
경기도 안산시 단원구 와동로 11,37.325010,126.812030
인천광역시 남동구 호구포로 818,37.458680,126.704300
경기이천시신둔면이여로101번길178,37.277020,127.439830
서울특별시송파구오금로11길7,37.517760,127.103330
인천광역시 남구 아암대로29번길 53-4,37.460720,126.700830
경기도 평택시 팽성읍 동서촌로 87-1,36.990640,127.089420
인천광역시 서구 가정로 294,37.454540,126.703840
경기도 남양주시 다산지금로 127,37.631430,127.219290
강원특별자치도 춘천시 행촌로 50,37.878180,127.730410
서울특별시 광진구 뚝섬로 502,37.536580,127.080530
인천광역시 강화군 강화읍 강화대로 404,37.454000,126.706900
경기도 안산시 단원구 와동공원로 157,37.321650,126.810190
강원강릉시주문진읍연주로304,37.747360,128.878580
강원특별자치도 속초시 조양상가길 25,38.210680,128.589560
경기도 수원시 팔달구 동말로 64,37.282310,127.014800
서울특별시 강동구 상암로3길 78,37.531210,127.121270
강원특별자치도 삼척시 진주로 28-25,37.453010,129.161610
인천광역시 서구 승학로 584,37.453550,126.700680
경기도 안산시 단원구 와동로 22,37.325020,126.809260
경기도안성시공도읍공도로94,37.004000,127.276820
경기도 평택시 안중읍 안현로서6길 48,36.994460,127.083420
경기도 성남시 중원구 성남대로 1158,37.437930,127.138600
서울특별시 금천구 은행나무로 51,37.459740,126.894910
서울특별시 강서구 양천로 683,37.549580,126.846130
서울특별시 중구 마른내로 42-1,37.566570,126.996800
인천광역시 서구 가정로 107,37.456050,126.700610
경기도 남양주시 화도읍 마석로 25,37.637310,127.220720
경기도 고양시 일산서구 대화로 362,37.675880,126.756000
서울특별시 동대문구 천장산로 3-1,37.577710,127.043310
경기도 수원시 팔달구 인계로 52,37.281990,127.014810
서울특별시 서대문구 홍은중앙로 100-4,37.576520,126.938650
인천광역시 서구 건지로284번길 39,37.460300,126.700550
경기도 화성시 병점구 병점2로 65,37.201720,126.830060
서울특별시 강동구 암사길 51,37.528220,127.127840
서울특별시 성북구 숭인로 70-2,37.589710,127.016010
경기도 화성시 병점2로 71,37.195500,126.829450
경기도 시흥시 서울대학로278번길 19-13,37.375030,126.807340
서울특별시 성동구 상원길 52,37.566010,127.039600
인천광역시 남동구 남동대로 880,37.456890,126.709700
강원 춘천시 안마산로 97,37.876940,127.729040
강원도원주시시청로11,37.343290,127.919610
서울특별시 강서구 허준로 121,37.546170,126.848650
인천광역시 부평구 부평대로 152,37.456160,126.708020
경기도 부천시 부천로 1,37.502010,126.767100
서울특별시 노원구 한글비석로 401,37.656820,127.057290
경기도 화성시 송산면 사강로 193,37.196930,126.834410
강원강릉시경강로2537,37.751310,128.874540
강원특별자치도 원주시 원일로 130,37.343630,127.921130
서울특별시 마포구 방울내로11길 26,37.564190,126.899960
서울특별시 동대문구 휘경로 33,37.575060,127.041300
경기도 수원시 장안구 만석로19번길 11-8,37.301630,127.013720
서울특별시 영등포구 여의대방로 65,37.521640,126.897350
인천광역시 미추홀구 주승로 163,37.455950,126.702730
서울특별시 양천구 오목로 155-4,37.519160,126.866450
서울특별시 강북구 도봉로 34,37.634660,127.025060
경기도안성시중앙로352,37.007790,127.284270
경기도오산시오산로200,37.151240,127.075330
인천광역시 남구 미추홀대로 586,37.456360,126.705310
서울특별시 광진구 능동로49길 24,37.542400,127.080340
경기도 안산시 단원구 화랑로 98,37.323120,126.809680
인천 미추홀구 석정로92번길 175,37.463100,126.646890
경기도 화성시 동탄광역환승로 73,37.197530,126.835460
강원특별자치도춘천시후석로307,37.881530,127.734050
서울특별시 용산구 원효로19길 71,37.529360,126.989940
경기도 안산시 상록구 선암로 43,37.307530,126.856640
인천광역시 부평구 원길로 34,37.453260,126.708680
서울특별시 용산구 청파로 274-1,37.528770,126.993640
서울특별시 강동구 천호대로188길 8,37.525340,127.119690
서울특별시노원구한글비석로22길20,37.658680,127.057310
"경기 평택시 안중읍 안현로서8길 33,",36.991570,127.083060
인천광역시 남동구 서창남순환로216번길 17,37.459580,126.701140
서울특별시 강남구 일원로5길 24,37.518660,127.047670
인천광역시 서구 검암로 27,37.456680,126.705340
경기도 부천시 원미구 신흥로276번길 15,37.499280,126.789510
경기도 안양시 동안구 흥안대로 459,37.390340,126.956480
"경기 부천시 원미구 부일로 409,",37.500090,126.788490
경기도 시흥시 은계중앙로 374,37.378720,126.802710
"서울 양천구 신월로 292,",37.512040,126.862720
서울특별시 서대문구 신촌로 239,37.579230,126.937630
경기도 광주시 역동로 111,37.409390,127.254940
경기도 평택시 비전5로 20-9,36.988520,127.085690
경기도 안산시 상록구 광덕1로 358,37.304970,126.853490
서울특별시 동대문구 장한로 115,37.571090,127.044610
인천광역시 서구 금정로 12,37.455500,126.704880
인천광역시 부평구 마장로 489,37.458170,126.704370
인천광역시 서구 가정로 123,37.460370,126.700540
경기도 부천시 성지로71번길 20,37.500500,126.767850
인천광역시 부평구 체육관로 40,37.461140,126.701800
경기 파주시 문산읍 문향로67번길 2,37.759740,126.780870
경기도 파주시 미래로602번길 3,37.756440,126.776370
서울특별시 도봉구 도봉로110나길 27,37.669890,127.050060
경기도 남양주시 도농로 27,37.634550,127.219810
서울특별시 강남구 헌릉로569길 3,37.519630,127.048790
"인천 연수구 독배로40번길 11,",37.405970,126.674070
경기도오산시궐리사로31,37.144920,127.076230
인천광역시부평구부흥로123번길14,37.458100,126.701080
경기도고양시일산서구원일로128,37.412860,127.522390
경기용인시처인구백옥대로1388,37.418750,127.521940
서울중랑구상봉로39,37.607410,127.091330
경기도평택시고덕국제대로94,36.993000,127.086000
강원 평창군 봉평면 기풍5길 18,37.753490,128.879440
경기도 남양주시 오남읍 진건오남로 592,37.632140,127.215040
경기도 의정부시 추동로91번길 15,37.737250,127.030700
서울특별시 강북구 도봉로 380,37.636630,127.027230
경기도 군포시 고산로 695,37.365440,126.933060
인천광역시 남동구 논고개로 331,37.455970,126.707660
인천광역시 부평구 화랑남로5번길 1,37.460510,126.705530
경기도 부천시 오정구 소사로775번길 36,37.529010,126.795150
경기도 부천시 원종로 33,37.498620,126.766450
경기도 구리시 갈매중앙로 79,37.590910,127.125640
인천광역시 연수구 경원대로483번길 6,37.454430,126.700990
인천광역시 부평구 후정동로25번길 4,37.457830,126.709080
강원특별자치도동해시중앙로234,37.522430,129.114710
경기도 안양시 동안구 경수대로544번길 20,37.390380,126.960710
경기도 파주시 운정로 29,37.764150,126.780900
서울특별시 중랑구 용마산로 338,37.605190,127.095120
서울특별시송파구백제고분로42길13,37.515850,127.102520
경기도성남시수정구수정남로18,37.409930,127.516410
인천광역시미추홀구수봉로7,37.460260,126.707320
서울특별시금천구가산디지털1로1,37.457540,126.899040
경기도 평택시 고덕국제3길 148,36.987490,127.087930
인천광역시 남동구 호구포로 763,37.454150,126.701800
"서울 마포구 양화로12길 19,",37.570880,126.896730
인천광역시 연수구 함박로 49-1,37.453880,126.702110
경기도 가평군 청평면 청평중앙로 45,37.835900,127.511810
경기도 성남시 중원구 산성대로 496,37.443510,127.133170
경기도 용인시 처인구 이동읍 백옥대로 638,37.234580,127.201010
경기도오산시청학로105,37.144810,127.076450
서울특별시 노원구 한글비석로 409,37.654870,127.053760
서울특별시 관악구 시흥대로 556,37.475330,126.953020
경기도 안산시 단원구 중앙대로 915,37.324310,126.809410
경기도 수원시 영통구 매영로 58,37.263240,127.042230
경기도 안양시 동안구 흥안대로 509,37.396020,126.956180
인천광역시 남동구 소래로669번길 51,37.455770,126.705400
인천광역시 미추홀구 숙골로112번길 2,37.460420,126.707220
서울특별시 노원구 화랑로51길 38,37.652920,127.051960
경기도 의정부시 용민로 11,37.737600,127.029690
인천광역시 미추홀구 독배로 417,37.453250,126.703570
인천광역시 계양구 병방시장로 81,37.452490,126.707630
인천광역시 미추홀구 경인로 312,37.456340,126.702120
경기도 고양시 덕양구 중앙로 542,37.640280,126.834320
경기도 의왕시 백운중앙로 46,37.344890,126.963950
인천광역시 강화군 강화읍 남문로 74,37.454840,126.703500
"경기 부천시 부일로 468,",37.504170,126.762000
서울특별시 마포구 월드컵로 108,37.562460,126.903450
경기도 부천시 고리울로51번길 67,37.506530,126.765160
강원 원주시 지정면 신지정로 322,37.347080,127.921820
경기도 안산시 상록구 도매시장로 114,37.306710,126.848810
경기도 성남시 수정구 복정로 28,37.450190,127.127660
서울특별시 영등포구 도림로31길 22,37.529220,126.897580
경기도 시흥시 신천5길 22,37.381840,126.798480
경기도 안양시 만안구 경수대로 1175,37.385940,126.928070
경기도 성남시 수정구 수정로 287,37.446100,127.122310
"경기 용인시 처인구 백옥대로 1115,",37.234250,127.204750
서울특별시 은평구 응암로12길 11-1,37.604850,126.926250
인천광역시 동구 송화로 11,37.461230,126.705090
경기도 양평군 양평읍 양근로 206,37.493570,127.488530
경기도 용인시 수지구 성복2로 226,37.322230,127.095310
서울특별시 강북구 삼양로 227,37.637210,127.027160
경기도 고양시 덕양구 화신로260번길 57,37.637850,126.837780
서울특별시 서대문구 세무서길 53,37.583220,126.937710
인천광역시 서구 원당대로 859,37.454960,126.709600
경기도 화성시 향남읍 향남로 418,37.201830,126.826970
인천광역시 미추홀구 경인로 38,37.460740,126.704630
서울특별시 성북구 오패산로 24,37.591260,127.014520
경기도 평택시 팽성읍 동서촌로 111,36.995060,127.081930
경기도 부천시 원미구 원미로 129,37.506030,126.786440
경기도 성남시 중원구 금상로 80,37.443480,127.142740
서울특별시 은평구 응암로12길 28,37.600570,126.927080
강원 속초시 동해대로 4236,38.208230,128.587890
인천광역시 서구 봉화로 50,37.456930,126.704610
경기도 시흥시 황고개로 531,37.378420,126.800580
강원특별자치도 원주시 봉화로 66,37.345720,127.920210
경기도 양주시 옥정로 139,37.785250,127.049480
경기도 성남시 수정구 수정북로 46-1,37.446740,127.125750
경기도 성남시 분당구 느티로87번길 1,37.384470,127.115940
서울특별시 구로구 구로동로22길 1,37.495750,126.886000
서울특별시 동작구 상도로 357,37.509500,126.936680
인천광역시 서구 가정로 214,37.459660,126.704030
인천광역시 남동구 담방로 45,37.460220,126.709230
인천광역시 미추홀구 경인로 135,37.455280,126.706560
서울특별시 강북구 오현로6길 88,37.636210,127.028900
경기도 안양시 만안구 양화로136번길 59,37.380650,126.926420
서울특별시 관악구 조원로 133,37.482020,126.947940
서울특별시 서대문구 신촌로 63,37.583910,126.934500
경기도 안양시 동안구 흥안대로 420,37.395940,126.958740
인천광역시 남동구 장도로 85-24,37.454450,126.703300
강원 원주시 평원로 59,37.344840,127.923150
경기도 부천시 소사구 경인로 110-1,37.482910,126.796580
서울특별시 노원구 공릉로46길 6,37.658690,127.060030
강원특별자치도 강릉시 입암로 157,37.747520,128.878120
강원 춘천시 춘천로 268,37.878360,127.732280
경기도 수원시 팔달구 일월로22번길 11,37.278080,127.019010
서울특별시 관악구 당곡길 6,37.482930,126.947670
경기도 시흥시 승지로60번길 25,37.380210,126.804720
서울특별시 도봉구 도봉로110길 41,37.664430,127.045860
경기 김포시 풍무동,37.610430,126.717980
경기도 안산시 상록구 본삼로 38,37.305310,126.854830
경기도 김포시 하성면 하성로 489,37.618110,126.717800
경기도 수원시 권선구 당진로15번길 56,37.258980,126.973780
서울특별시 관악구 쑥고개로11길 41,37.476920,126.951360
강원특별자치도 춘천시 중앙로 지하51-1,37.879000,127.730810
서울특별시 노원구 동일로 1041,37.651710,127.058270
경기도 남양주시 진접읍 장현로 69-4,37.633160,127.220290
경기도 안성시 공도읍 진사길 11,37.005110,127.277680
경기도 평택시 송탄로 398,36.992520,127.082960
서울특별시 중랑구 사가정로52길 37,37.606660,127.096280
인천광역시 미추홀구 제일로 21,37.455230,126.705660
강원 태백시 대학길 56,37.161560,128.982660
경기도 안산시 상록구 해양4로 26,37.304100,126.854050
경기도 고양시 일산서구 중앙로 1567,37.672720,126.753200
경기도 평택시 지산로5번길 63,36.988470,127.090360
경기도 고양시 덕양구 통일로768번길 9,37.639660,126.834590
서울특별시 중랑구 중랑역로 54-1,37.610530,127.092650
경기도 하남시 미사강변대로 70,37.543370,127.218400
경기도 안양시 만안구 만안로 지하 231,37.379110,126.921420
경기도 평택시 안중읍 송담2로 21,36.991600,127.086590
인천광역시 계양구 경명대로1045번길 15,37.459200,126.708540
서울특별시 동대문구 왕산로 217,37.579150,127.044970
경기도 의왕시 장안중앙로 3,37.345440,126.970140
경기도 김포시 풍무로 104,37.613190,126.720400
경기도 고양시 일산서구 일현로 54,37.673960,126.750970
경기도 오산시 대원로15번길 16,37.154030,127.075230
서울특별시 동작구 상도로 152-1,37.508280,126.938080
경기도 시흥시 중심상가로 180,37.375910,126.801340
서울특별시 광진구 군자로 85-1,37.535970,127.086200
경기도 남양주시 화도읍 마석로 8-1,37.639260,127.219000
인천광역시 남구 낙섬중로 47,37.457050,126.705060
서울특별시 용산구 청파로 100,37.533440,126.993980
